,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,생일
334,페레즈21한1B,59,252,225,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,6,.267,.321,.409,.730,.337,98.6,0.69,-0.50,1991-03-26
335,김성욱19NCF,116,333,287,38,66,16,1,9,111,36,6,4,29,3,1,69,4,9,5,.230,.303,.387,.689,.306,80.5,0.65,-0.28,1993-05-01
336,스몰린스키19NRF,55,228,205,32,47,14,1,9,90,42,3,1,16,5,0,31,7,0,2,.229,.298,.439,.737,.332,98.5,0.64,0.78,1989-02-09
337,추재현21롯CF,95,300,262,37,66,15,0,5,96,26,4,3,26,7,0,57,3,5,0,.252,.336,.366,.702,.329,90.1,0.64,-0.53,1999-02-22
338,김태진21K3B,99,414,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4,.276,.314,.341,.655,.305,76.0,0.64,-0.62,1995-10-07
339,류지혁20두K3B,25,51,42,13,16,3,0,1,22,5,1,1,1,5,0,6,3,1,2,.381,.440,.524,.964,.425,155.7,0.63,0.19,1994-01-13
340,유한준20KDH,119,428,386,48,108,17,0,11,158,64,0,0,40,0,2,51,9,1,1,.280,.347,.409,.756,.345,99.2,0.63,0.83,1981-07-01
341,김형준20NC,44,82,72,12,22,1,0,3,32,11,0,0,10,0,0,21,1,0,0,.306,.390,.444,.835,.384,124.9,0.63,-0.17,1999-11-02
342,김태군21NC,102,276,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3,.220,.311,.341,.651,.301,72.8,0.63,-0.39,1989-12-30
343,김민식21KC,100,301,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3,.220,.336,.288,.624,.305,75.7,0.62,-0.34,1989-06-28
344,최항20S2B,47,155,132,21,35,3,0,2,44,15,1,0,21,1,1,27,3,0,1,.265,.368,.333,.701,.334,92.9,0.62,-0.09,1994-01-03
345,장진혁19한CF,113,349,315,42,80,16,5,1,109,24,13,5,26,5,0,74,4,2,1,.254,.320,.346,.666,.312,88.2,0.61,-0.72,1993-09-30
346,이흥련21SC,90,146,127,15,30,3,0,3,42,14,0,0,12,5,0,31,4,2,0,.236,.326,.331,.657,.314,80.7,0.60,-0.02,1989-05-16
347,신본기19롯SS,121,413,375,43,96,9,0,1,108,26,3,3,24,8,1,62,9,5,1,.256,.314,.288,.602,.286,68.5,0.60,-1.68,1989-03-21
348,오선진19한SS,122,453,392,37,88,16,0,3,113,36,7,2,38,10,0,72,8,10,3,.224,.307,.288,.595,.281,66.7,0.59,-1.28,1989-07-07
349,한승택21KC,82,239,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,.217,.321,.296,.616,.297,70.2,0.59,-1.16,1994-06-21
350,가르시아22L2B,39,156,136,21,28,6,1,4,48,19,4,1,19,1,0,40,4,0,0,.206,.308,.353,.661,.310,93.1,0.59,-0.91,1993-03-28
351,라모스21L1B,51,205,185,14,45,7,1,8,78,25,0,0,18,2,0,43,2,0,0,.243,.317,.422,.739,.341,107.1,0.58,-0.15,1994-12-28
352,이천웅20LCF,89,359,312,44,80,11,2,3,104,36,8,5,35,4,0,44,7,2,6,.256,.333,.333,.667,.313,81.7,0.58,-0.87,1988-10-20
353,임병욱19키CF,117,419,379,39,92,17,5,0,119,41,10,2,23,11,0,110,6,6,0,.243,.305,.314,.619,.290,69.1,0.57,0.33,1995-09-30
354,알몬테21KLF,60,249,224,18,61,9,0,7,91,36,1,0,22,1,0,49,9,0,2,.272,.337,.406,.744,.347,102.5,0.57,-0.46,1989-06-10
355,장승현21두C,92,211,177,18,41,10,0,2,57,27,0,0,19,8,0,50,2,6,1,.232,.332,.322,.654,.310,82.3,0.57,-0.40,1994-03-07
356,노수광19SLF,117,445,388,69,97,16,1,2,121,28,27,10,46,2,0,68,1,9,0,.250,.333,.312,.644,.304,80.9,0.57,0.92,1990-08-06
357,김상수22삼SS,72,260,235,30,59,11,0,2,76,29,2,1,18,1,0,44,6,4,2,.251,.305,.323,.628,.291,75.2,0.56,-0.79,1990-03-23
358,강한울20삼SS,34,122,105,13,32,3,0,1,38,10,1,0,11,0,0,24,3,5,1,.305,.368,.362,.729,.330,91.1,0.56,0.45,1991-09-12
359,강태율20롯C,14,18,11,2,5,0,0,2,11,2,0,0,7,0,0,2,1,0,0,.455,.667,1.000,1.667,.661,305.7,0.55,0.03,1996-11-01
360,최용제21두C,79,119,104,7,29,3,0,0,32,15,0,0,11,2,0,21,0,1,1,.279,.356,.308,.664,.324,89.2,0.54,0.50,1991-07-12
361,조용호19KRF,87,211,188,15,55,6,3,0,67,19,3,4,21,0,0,28,0,2,0,.293,.364,.356,.720,.339,103.2,0.53,0.17,1989-09-09
362,김태군20NC,80,131,113,16,33,6,0,1,42,18,0,0,6,4,0,14,3,7,1,.292,.347,.372,.719,.318,82.6,0.53,0.29,1989-12-30
363,박준영22N3B,75,240,208,27,45,8,1,4,67,19,7,2,27,1,0,54,6,3,1,.216,.308,.322,.630,.295,78.9,0.53,-1.16,1997-08-05
364,김태진19NLF,123,399,374,44,103,14,5,5,142,46,12,4,16,1,0,67,3,5,3,.275,.305,.380,.684,.311,83.6,0.53,-1.28,1995-10-07
365,장영석19키3B,119,413,372,41,92,15,0,7,128,62,0,0,27,9,0,77,14,0,5,.247,.310,.344,.654,.307,83.4,0.53,0.11,1990-05-14
366,오선진22삼3B,100,306,268,30,74,8,0,3,91,24,2,2,18,3,0,51,5,16,1,.276,.328,.340,.667,.299,79.9,0.53,-0.72,1989-07-07
367,최주환22S2B,97,333,298,36,63,14,2,9,108,41,0,0,29,4,2,55,5,0,2,.211,.288,.362,.651,.298,79.1,0.52,-0.42,1988-02-28
368,백용환20KC,51,106,91,12,20,4,0,5,39,10,0,0,14,0,0,29,2,1,0,.220,.324,.429,.752,.336,93.9,0.52,-0.10,1989-03-20
369,한승택20KC,83,262,226,22,51,6,0,9,84,29,0,0,21,6,0,58,7,9,0,.226,.308,.372,.680,.303,72.1,0.52,-0.17,1994-06-21
370,나주환20K3B,64,222,204,21,57,5,0,6,80,26,0,0,12,1,0,44,6,4,1,.279,.321,.392,.713,.320,83.4,0.52,-0.47,1984-06-14
371,베탄코트19NRF,53,224,203,23,50,8,0,8,82,29,1,1,18,1,0,51,1,0,2,.246,.308,.404,.712,.326,93.5,0.51,-1.58,1991-09-02
372,류지혁19두SS,118,316,276,36,69,6,2,0,79,34,18,5,24,7,0,40,6,6,3,.250,.323,.286,.609,.289,69.9,0.51,0.14,1994-01-13
373,최영진20삼3B,58,118,101,15,30,3,0,1,36,11,2,3,13,2,0,16,3,1,1,.297,.385,.356,.741,.351,104.3,0.51,-0.70,1988-05-10
374,김성현19SSS,144,472,426,45,105,16,2,1,128,34,6,2,33,2,0,43,15,8,3,.246,.302,.300,.602,.282,66.1,0.50,-1.99,1987-03-09
375,김대한22두RF,51,110,96,13,23,6,1,4,43,11,2,1,5,6,0,27,0,2,1,.240,.315,.448,.763,.339,115.5,0.50,-0.09,2000-12-06
376,김성현20SSS,133,392,343,34,93,9,1,2,110,25,1,1,30,5,0,27,10,11,3,.271,.336,.321,.657,.304,74.0,0.50,-1.33,1987-03-09
377,권희동22NCF,82,280,238,30,53,5,1,5,75,22,2,1,31,8,1,44,3,2,1,.223,.331,.315,.646,.307,87.4,0.49,0.39,1990-12-30
378,유민상20K1B,126,455,390,38,96,23,0,8,143,65,0,0,53,6,1,80,13,2,4,.246,.342,.367,.709,.329,89.3,0.48,0.98,1989-04-13
379,지시완22롯C,75,199,174,16,37,7,0,3,53,17,0,0,20,2,1,55,7,2,1,.213,.300,.305,.604,.283,68.3,0.48,-0.31,1994-04-10
380,황대인20K1B,63,138,116,14,32,4,0,4,48,16,0,0,21,0,0,29,5,0,1,.276,.384,.414,.798,.370,115.8,0.48,0.51,1996-02-10
381,이유찬20두3B,101,108,89,30,23,2,1,0,27,6,13,4,14,2,0,25,2,2,1,.258,.368,.303,.671,.322,86.2,0.48,-0.12,1998-08-05
382,윌리엄슨19삼RF,40,168,154,19,42,7,1,4,63,15,0,1,13,0,0,50,2,0,1,.273,.327,.409,.737,.339,101.9,0.46,-0.42,1990-07-15
383,이해창20한C,70,135,119,11,32,5,0,3,46,17,0,2,9,4,0,23,6,1,2,.269,.336,.387,.722,.330,92.7,0.46,-0.29,1987-05-11
384,송민섭21KRF,122,64,47,39,11,0,0,0,11,7,15,1,12,0,0,21,0,5,0,.234,.390,.234,.624,.303,73.1,0.46,0.35,1991-08-02
385,전병우21키3B,114,260,213,35,40,8,0,6,66,31,3,1,33,9,0,82,0,4,1,.188,.320,.310,.630,.304,78.4,0.44,-0.20,1992-10-24
386,이우성22KLF,80,137,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,.292,.361,.375,.736,.337,106.9,0.44,-1.03,1994-07-17
387,박준영21N3B,111,315,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2,.209,.301,.337,.638,.302,73.0,0.43,-2.04,1997-08-05
388,정주현21L2B,73,214,181,26,43,7,1,3,61,10,3,3,24,0,0,32,4,9,0,.238,.327,.337,.664,.306,79.7,0.43,-0.70,1990-10-13
389,황윤호19K2B,57,130,123,9,37,5,2,1,49,9,2,2,5,0,0,12,2,1,1,.301,.326,.398,.724,.331,97.3,0.43,-0.25,1993-09-22
390,양찬열22두RF,41,94,82,15,20,4,0,3,33,12,0,0,11,0,0,23,2,1,0,.244,.333,.402,.736,.337,113.1,0.43,0.38,1997-05-25
391,러셀20키2B,65,271,244,22,62,14,0,2,82,31,2,0,22,2,1,37,6,0,3,.254,.317,.336,.653,.305,75.0,0.42,-1.03,1994-01-23
392,권동진21KSS,86,85,66,21,17,5,0,1,25,6,3,3,18,0,0,30,0,1,0,.258,.417,.379,.796,.382,124.9,0.42,-0.03,1998-09-12
393,김민수21삼C,47,87,76,9,20,5,0,3,34,13,0,0,6,1,0,13,2,2,2,.263,.318,.447,.765,.339,96.7,0.42,0.16,1991-03-02
394,김찬형21NS2B,88,161,132,20,30,7,0,2,43,7,0,0,16,4,0,32,1,9,0,.227,.329,.326,.655,.301,72.6,0.41,0.02,1997-12-29
395,강경학20한2B,94,238,193,25,44,7,1,4,65,19,1,2,35,3,0,64,2,5,2,.228,.352,.337,.689,.322,86.8,0.40,0.57,1992-08-11
396,고종욱22KDH,62,114,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,1,0,.283,.327,.425,.752,.341,110.4,0.40,0.63,1989-01-11
397,최지훈20SRF,127,520,466,66,120,19,5,1,152,27,18,6,38,5,0,80,4,8,3,.258,.318,.326,.645,.299,71.5,0.39,-2.51,1997-07-23
398,이현석21SC,39,89,79,7,21,5,0,4,38,19,0,0,4,1,0,29,0,3,2,.266,.302,.481,.783,.338,95.1,0.39,-0.14,1992-06-07
399,조용호21KLF,138,515,428,71,101,14,1,0,117,48,12,9,74,3,0,85,8,5,5,.236,.349,.273,.622,.310,77.7,0.39,0.21,1989-09-09
400,박용택20LDH,97,236,217,22,65,15,0,2,86,35,2,0,15,0,1,34,7,0,4,.300,.339,.396,.735,.335,97.2,0.39,0.08,1979-04-21
401,손시헌19NSS,68,149,135,17,36,4,1,2,48,10,1,2,5,5,0,23,2,4,0,.267,.317,.356,.673,.308,81.5,0.38,-0.79,1980-10-19
402,김상수21삼2B,132,496,429,46,101,17,1,3,129,42,4,2,52,3,0,51,14,8,4,.235,.320,.301,.620,.298,71.7,0.38,-1.26,1990-03-23
403,김기환22NCF,73,131,113,26,25,5,1,0,32,6,14,2,13,2,0,38,0,2,1,.221,.310,.283,.593,.282,71.0,0.37,-1.17,1995-08-25
404,김준태21롯KC,58,149,128,17,25,5,0,4,42,15,0,0,18,1,0,40,3,0,2,.195,.295,.328,.623,.297,69.2,0.37,-0.75,1994-07-31
405,이학주20삼SS,64,243,206,30,47,11,0,4,70,28,6,2,26,2,1,58,3,4,5,.228,.314,.340,.654,.298,68.5,0.36,-0.22,1990-11-04
406,김호령21KCF,62,154,130,16,27,2,0,4,41,15,4,1,16,6,0,44,2,2,0,.208,.322,.315,.638,.308,77.9,0.36,-0.97,1992-04-30
407,이정범21SLF,19,66,59,8,15,4,0,3,28,9,0,0,7,0,0,15,1,0,0,.254,.333,.475,.808,.368,115.6,0.36,-0.13,1998-04-10
408,김찬형19NSS,76,154,141,16,39,4,2,1,50,12,3,4,6,4,0,21,1,2,1,.277,.322,.355,.677,.313,85.3,0.36,-0.31,1997-12-29
409,힐리21한1B,67,268,249,27,64,11,1,7,98,37,2,1,16,2,0,58,6,0,1,.257,.306,.394,.700,.325,91.0,0.35,-0.57,1992-01-10
410,박용택19LDH,64,215,195,19,55,9,0,1,67,22,3,1,18,0,1,30,3,0,2,.282,.340,.344,.683,.321,92.7,0.34,-0.85,1979-04-21
411,박승욱20K2B,97,128,110,23,29,3,2,1,39,10,5,1,11,4,0,37,1,2,1,.264,.349,.355,.704,.327,87.0,0.34,-0.37,1992-12-04
412,최진행19한LF,45,129,117,10,27,6,0,6,51,19,0,0,9,2,0,28,3,0,1,.231,.295,.436,.731,.330,100.5,0.34,0.09,1985-08-17
413,김민하20한RF,36,85,74,10,21,6,0,1,30,11,0,0,8,2,0,16,2,1,0,.284,.369,.405,.775,.356,109.5,0.34,-0.01,1989-02-25
414,신범수19KC,39,65,57,4,12,5,0,2,23,7,0,0,7,1,0,14,1,0,0,.211,.308,.404,.711,.327,96.2,0.34,-0.08,1998-01-25
415,모창민20N1B,62,149,136,10,41,10,2,2,61,13,0,0,8,1,1,22,5,2,2,.301,.340,.449,.789,.347,100.2,0.34,0.45,1985-05-08
416,이지영21키C,108,257,232,29,63,5,1,0,70,30,3,1,19,1,2,17,10,2,3,.272,.326,.302,.627,.299,71.1,0.33,-0.87,1986-02-27
417,지성준19한C,58,109,104,7,26,6,0,2,38,11,0,0,5,0,0,21,3,0,0,.250,.284,.365,.650,.300,79.7,0.33,-1.02,1994-04-10
418,김주형22키SS,55,130,110,16,22,7,1,1,34,5,1,0,4,13,0,29,4,2,1,.200,.305,.309,.614,.291,76.0,0.33,-0.93,1996-03-05
419,정진호20한LF,113,326,282,30,78,14,1,2,100,19,9,7,29,3,1,50,5,10,2,.277,.348,.355,.703,.320,85.8,0.32,-0.84,1988-10-02
420,박상언22한C,56,151,134,16,30,5,1,4,49,17,0,3,11,0,0,28,2,5,1,.224,.281,.366,.647,.287,73.4,0.32,-0.83,1997-03-03
421,안승한22두C,30,39,36,5,12,3,0,0,15,8,0,0,2,0,0,12,0,1,0,.333,.368,.417,.785,.356,122.1,0.32,0.21,1992-01-25
422,최영진21삼3B,44,63,57,9,16,1,2,1,24,6,1,0,5,1,0,12,1,0,0,.281,.349,.421,.770,.360,114.0,0.32,-0.08,1988-05-10
423,손호영22L2B,36,82,74,13,19,0,2,3,32,14,0,3,6,0,0,14,2,1,1,.257,.309,.432,.741,.330,106.7,0.31,0.03,1994-08-23
424,김인태20두LF,77,110,84,15,17,5,0,1,25,13,0,0,21,2,0,13,3,2,1,.202,.370,.298,.668,.325,90.7,0.31,0.98,1994-07-03
425,노수광21한CF,52,180,160,21,37,7,0,3,53,14,13,1,17,1,0,46,1,2,0,.231,.309,.331,.640,.304,76.4,0.30,-0.64,1990-08-06
426,크레익21키1B,61,247,222,25,55,12,0,6,85,30,0,1,20,4,1,43,4,0,1,.248,.320,.383,.703,.328,93.9,0.30,-0.52,1994-11-16
427,신용수22롯RF,49,73,68,8,16,4,2,2,30,7,3,1,4,1,0,15,0,0,0,.235,.288,.441,.729,.328,97.8,0.30,0.19,1996-01-05
428,최정원20N2B,49,48,40,18,11,3,1,0,16,2,4,0,7,0,0,13,1,1,0,.275,.383,.400,.783,.358,107.7,0.30,0.17,2000-06-24
429,김호령20KCF,88,159,138,36,32,5,2,4,53,16,3,3,14,3,0,55,2,3,1,.232,.314,.384,.698,.314,78.6,0.30,-0.41,1992-04-30
430,김주형21키SS,36,70,50,5,9,3,0,0,12,5,1,0,4,13,0,15,0,3,0,.180,.388,.240,.628,.324,86.2,0.30,0.13,1996-03-05
431,손호영20L3B,22,31,30,9,11,2,0,0,13,3,5,0,1,0,0,6,2,0,0,.367,.387,.433,.820,.380,125.3,0.29,-0.34,1994-08-23
432,김성표21삼CF,39,24,18,10,6,0,0,0,6,1,2,1,5,0,0,7,0,1,0,.333,.478,.333,.812,.393,136.4,0.29,-0.19,1994-03-17
433,허도환22LC,64,92,85,7,21,5,0,1,29,6,0,0,2,2,0,26,2,3,0,.247,.281,.341,.622,.280,71.2,0.29,-0.49,1984-07-31
434,허도환21KC,62,125,105,8,29,6,0,2,41,21,0,0,8,2,0,28,3,10,0,.276,.339,.390,.730,.317,82.1,0.29,0.19,1984-07-31
435,김재유20롯CF,68,133,116,20,30,1,0,1,34,9,10,2,12,3,0,35,2,2,0,.259,.344,.293,.637,.306,74.4,0.28,0.16,1992-08-07
436,문상철20K1B,74,172,154,24,40,3,2,8,71,25,0,1,11,2,0,43,4,3,2,.260,.314,.461,.775,.336,94.6,0.28,-0.98,1991-04-06
437,강민국19KSS,58,94,88,12,24,0,1,0,26,7,2,0,6,0,0,17,2,0,0,.273,.319,.295,.615,.295,72.6,0.28,-0.14,1992-01-10
438,김규민19키LF,94,250,222,33,55,8,1,3,74,24,2,4,22,4,0,68,4,0,2,.248,.324,.333,.657,.312,86.0,0.28,-0.62,1993-01-26
439,이재원22SC,105,279,234,27,47,6,0,4,65,28,1,0,25,8,1,44,13,9,3,.201,.296,.278,.574,.267,57.8,0.28,-1.59,1988-02-24
440,조수행22두LF,117,134,119,36,28,4,1,1,37,9,22,7,10,1,0,31,4,2,2,.235,.296,.311,.606,.281,70.3,0.28,-0.74,1993-08-30
441,서건창22L2B,77,247,219,39,49,10,1,2,67,18,8,3,20,4,0,44,5,3,1,.224,.299,.306,.605,.285,73.4,0.28,-1.75,1989-08-22
442,김호령22KCF,54,88,77,21,21,1,1,1,27,8,2,1,7,0,0,22,4,4,0,.273,.333,.351,.684,.307,87.1,0.28,-0.63,1992-04-30
443,이성곤20삼1B,62,154,139,16,39,7,0,5,61,18,2,0,11,0,0,38,3,2,2,.281,.329,.439,.768,.340,95.2,0.27,-0.23,1992-03-25
444,최인호21한LF,49,164,136,17,28,6,0,4,46,23,2,1,24,2,0,43,1,0,2,.206,.329,.338,.668,.321,87.7,0.27,-0.76,2000-01-30
445,한승택19KC,105,288,251,22,56,9,1,3,76,27,1,0,27,1,1,82,8,7,2,.223,.299,.303,.602,.278,61.6,0.27,-0.50,1994-06-21
446,이영빈21L1B,72,169,148,21,36,9,0,2,51,16,6,3,15,3,0,51,1,2,1,.243,.323,.345,.668,.316,86.6,0.27,0.22,2002-06-17
447,김찬형20NSS,56,72,64,10,19,6,0,0,25,7,3,1,4,1,0,11,0,2,1,.297,.343,.391,.734,.329,89.7,0.26,0.17,1997-12-29
448,신본기21K2B,96,205,173,25,41,8,0,1,52,19,1,2,22,4,0,44,6,5,1,.237,.335,.301,.636,.305,74.7,0.26,-0.52,1989-03-21
449,이진영21KCF,17,47,40,8,8,2,1,2,18,5,1,0,3,4,0,22,0,0,0,.200,.319,.450,.769,.353,108.2,0.26,0.00,1997-07-21
450,정현21SN2B,68,149,117,14,26,5,1,0,33,7,0,1,17,7,0,24,7,8,0,.222,.355,.282,.637,.304,76.1,0.25,-0.67,1994-06-01
451,이재원21LRF,62,171,154,22,38,6,0,5,59,17,5,1,14,2,0,48,2,0,1,.247,.316,.383,.699,.327,96.4,0.25,-0.60,1999-07-17
452,송찬의22L2B,33,78,72,8,17,4,0,3,30,10,2,1,2,3,0,24,0,0,1,.236,.282,.417,.699,.316,100.2,0.25,-0.65,1999-02-20
453,채태인19롯1B,59,182,167,11,42,11,0,5,68,29,0,0,11,2,1,45,5,0,2,.252,.302,.407,.709,.321,91.5,0.25,-0.44,1982-10-11
454,강경학19한SS,52,135,113,21,27,4,0,0,31,12,1,2,15,3,0,32,3,3,1,.239,.341,.274,.615,.297,77.6,0.25,-0.26,1992-08-11
455,임지열22키LF,40,148,131,16,36,6,0,1,45,15,1,0,10,2,0,43,2,3,2,.275,.331,.344,.675,.311,91.2,0.25,-0.55,1995-08-22
456,오재원20두2B,85,174,155,25,36,7,1,5,60,27,10,5,16,0,0,49,3,1,2,.232,.301,.387,.688,.310,82.4,0.24,-1.04,1985-02-09
457,박성한20SSS,41,112,99,7,24,2,0,2,32,8,1,1,11,1,0,21,1,1,0,.242,.324,.323,.648,.305,73.4,0.24,-0.59,1998-03-30
458,백용환19KC,28,51,47,3,11,2,0,2,19,6,0,0,3,1,0,14,0,0,0,.234,.294,.404,.698,.320,90.9,0.24,-0.37,1989-03-20
459,최승민19NCF,24,10,9,5,4,1,0,0,5,1,5,2,1,0,0,2,0,0,0,.444,.500,.556,1.056,.487,204.2,0.24,0.09,1996-07-01
460,박세혁21두C,96,270,237,25,52,12,0,0,64,30,4,2,22,5,0,43,6,3,3,.219,.296,.270,.566,.275,57.8,0.24,-1.05,1990-01-09
461,장준원22K2B,35,63,57,7,14,2,0,3,25,10,1,0,3,0,0,17,5,3,0,.246,.283,.439,.722,.310,86.8,0.23,0.12,1995-11-21
462,허도환20KC,52,62,53,2,14,1,0,0,15,5,0,0,6,2,0,15,2,1,0,.264,.361,.283,.644,.314,78.3,0.23,0.56,1984-07-31
463,최영진19삼3B,96,275,251,29,63,15,1,5,95,20,4,1,14,2,2,47,4,8,0,.251,.296,.378,.674,.299,74.9,0.23,-1.26,1988-05-10
464,김태진22K키1B,77,276,254,37,68,5,1,0,75,20,1,2,17,1,0,30,4,3,1,.268,.315,.295,.610,.289,74.5,0.23,-0.12,1995-10-07
465,이재율20N,25,10,9,9,4,1,0,0,5,3,4,1,1,0,0,1,1,0,0,.444,.500,.556,1.056,.485,192.3,0.23,0.02,1993-05-02
466,김동한19롯2B,42,85,78,9,22,4,0,0,26,2,3,2,6,0,0,15,1,1,0,.282,.333,.333,.667,.313,86.6,0.23,-0.29,1988-06-24
467,김민하19한LF,72,140,125,14,32,6,0,2,44,14,5,2,9,3,0,41,4,2,1,.256,.319,.352,.671,.311,87.7,0.22,-0.66,1989-02-25
468,최용제20두C,28,49,44,9,13,0,1,0,15,9,0,0,4,0,0,8,2,1,0,.295,.354,.341,.695,.323,85.5,0.22,0.28,1991-07-12
469,노수광20S한CF,100,330,291,39,73,10,3,1,92,21,11,7,34,2,2,64,2,2,1,.251,.332,.316,.649,.306,76.5,0.22,-0.77,1990-08-06
470,최항21S2B,34,79,69,5,19,2,1,0,23,7,1,0,6,2,1,16,4,1,1,.275,.346,.333,.680,.319,86.6,0.22,-0.25,1994-01-03
471,이흥련19두C,27,44,42,3,13,2,1,0,17,5,0,0,2,0,0,12,1,0,0,.310,.341,.405,.746,.345,106.8,0.22,-0.41,1989-05-16
472,라모스22KRF,18,80,72,10,18,1,1,3,30,11,2,0,4,2,0,18,2,1,1,.250,.304,.417,.721,.323,96.5,0.21,-0.16,1992-04-15
473,신용수21롯CF,71,136,119,23,31,5,2,1,43,6,3,1,11,3,0,20,2,2,1,.261,.336,.361,.697,.327,88.6,0.21,-0.63,1996-01-05
474,임병욱20키CF,12,41,37,3,10,4,0,0,14,6,3,0,4,0,1,10,1,0,0,.270,.342,.378,.720,.325,88.2,0.21,0.27,1995-09-30
475,공민규19삼1B,28,60,53,4,13,1,0,3,23,6,0,0,6,1,0,18,0,0,0,.245,.333,.434,.767,.352,108.8,0.21,0.10,1999-09-27
476,송민섭19KRF,104,64,53,24,16,0,1,0,18,4,0,3,7,2,0,13,0,1,1,.302,.397,.340,.736,.350,110.6,0.21,0.31,1991-08-02
477,유민상21K1B,24,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0,.233,.378,.317,.695,.348,104.1,0.21,-0.18,1989-04-13
478,신민재20LCF,68,32,26,26,8,1,0,0,9,5,8,2,4,0,0,4,1,2,0,.308,.400,.346,.746,.338,97.2,0.20,-0.13,1996-01-21
479,최형우21KDH,104,446,373,52,87,15,1,12,140,55,0,0,67,4,10,67,9,0,2,.233,.354,.375,.730,.339,99.8,0.20,1.38,1983-12-16
480,김성민20SSS,9,16,14,4,4,0,0,2,10,4,0,0,1,1,0,3,0,0,0,.286,.375,.714,1.089,.457,165.1,0.20,0.15,2001-04-30
481,최항19S2B,52,147,127,12,29,5,0,0,34,14,2,0,16,2,0,24,3,1,1,.228,.322,.268,.590,.288,70.1,0.20,-1.09,1994-01-03
482,김주형20키3B,39,50,43,8,10,3,0,1,16,6,0,1,4,2,0,10,0,1,0,.233,.327,.372,.699,.319,85.8,0.19,-0.33,1996-03-05
483,강진성19NLF,41,104,97,11,24,4,1,2,36,14,2,1,3,4,0,20,6,0,0,.247,.298,.371,.669,.311,83.5,0.19,0.18,1993-10-19
484,김인태19두LF,26,70,60,6,14,2,1,2,24,7,1,1,8,0,0,12,2,1,1,.233,.319,.400,.719,.324,98.1,0.19,0.41,1994-07-03
485,강진성21N1B,124,462,406,49,101,20,0,7,142,38,9,3,36,14,2,68,12,4,2,.249,.330,.350,.679,.321,86.9,0.19,-1.32,1993-10-19
486,강한울21삼3B,124,258,223,25,58,5,0,0,63,27,2,2,29,0,0,58,5,3,3,.260,.341,.283,.624,.305,77.6,0.19,-0.26,1991-09-12
487,천성호21K2B,41,47,42,13,12,1,0,0,13,4,1,0,3,2,0,9,0,0,0,.286,.362,.310,.671,.332,92.1,0.19,0.25,1997-10-30
488,최정민21KCF,39,19,15,5,5,0,0,0,5,1,2,3,3,1,0,7,1,0,0,.333,.474,.333,.807,.409,143.1,0.18,-0.23,1989-06-02
489,양석환20L3B,40,132,118,8,29,5,0,3,43,13,0,0,10,2,0,25,1,2,0,.246,.315,.364,.680,.310,82.6,0.18,-0.75,1991-07-15
490,이병헌22삼C,3,4,4,1,3,1,0,0,4,1,0,0,0,0,0,1,0,0,0,.750,.750,1.000,1.750,.801,426.4,0.18,0.08,1999-10-26
491,이원재19N1B,94,285,256,31,66,11,0,8,101,36,1,2,20,1,0,47,5,5,3,.258,.311,.395,.705,.318,88.5,0.17,-0.51,1989-05-20
492,손성빈21롯C,20,22,19,4,6,0,0,0,6,0,0,0,3,0,0,6,0,0,0,.316,.409,.316,.725,.362,113.2,0.17,-0.12,2002-01-14
493,김회성19한1B,58,117,104,7,24,4,0,3,37,18,2,1,11,0,0,24,1,1,1,.231,.302,.356,.658,.303,82.2,0.17,0.16,1985-12-04
494,최승민22NCF,44,34,34,19,11,0,0,0,11,3,6,3,0,0,0,7,1,0,0,.324,.324,.324,.647,.305,88.6,0.17,-0.42,1996-07-01
495,유상빈22한LF,17,49,46,3,15,5,0,0,20,4,0,1,0,0,0,11,0,2,1,.326,.319,.435,.754,.327,101.0,0.16,0.31,2000-05-09
496,한석현21LLF,16,26,21,5,6,2,1,0,10,1,2,0,3,1,0,7,1,0,1,.286,.385,.476,.861,.391,133.6,0.16,-0.15,1994-05-17
497,김성윤22삼CF,48,49,42,14,8,3,0,1,14,2,10,2,5,1,0,10,0,1,0,.190,.292,.333,.625,.289,72.9,0.15,-0.18,1999-02-02
498,김민수21롯2B,83,224,199,19,48,11,1,3,70,25,0,0,18,3,0,62,4,3,1,.241,.312,.352,.664,.311,77.8,0.15,-1.37,1998-03-18
499,윤형준21N1B,51,81,74,10,22,0,0,5,37,10,0,1,3,0,0,17,2,3,1,.297,.321,.500,.821,.355,107.4,0.15,-0.59,1994-01-31
500,남태혁21S1B,12,22,20,2,6,1,0,1,10,4,0,0,1,1,0,7,1,0,0,.300,.364,.500,.864,.396,133.8,0.15,-0.02,1991-03-13
