,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+
2498,162,김태완,1984-01-27,한,2007,DH,24,61.0,105.0,94.0,11.0,23.0,5.0,0.0,4.0,40.0,12.0,0.0,0.0,9.0,2.0,0.0,22.0,3.0,0.0,0.0,0.245,0.324,0.426,0.749,0.347,111.9,0.31
2499,14,박병호,1986-07-10,L,2005,C,20,79.0,185.0,163.0,22.0,31.0,11.0,0.0,3.0,51.0,21.0,1.0,0.0,12.0,6.0,0.0,48.0,3.0,0.0,4.0,0.19,0.265,0.313,0.578,0.269,55.4,0.31
2500,726,서브넥,1976-08-21,K,2006,3B,31,40.0,151.0,143.0,14.0,32.0,3.0,1.0,4.0,49.0,15.0,2.0,1.0,6.0,1.0,0.0,17.0,2.0,0.0,1.0,0.224,0.258,0.343,0.601,0.28,71.5,0.31
2501,417,강인권,1972-06-26,두,2002,C,31,38.0,56.0,51.0,4.0,15.0,1.0,0.0,0.0,16.0,1.0,2.0,0.0,4.0,0.0,0.0,10.0,0.0,1.0,0.0,0.294,0.346,0.314,0.659,0.303,81.5,0.31
2502,276,김성현,1963-08-21,롯,1986,C,24,39.0,57.0,47.0,7.0,9.0,1.0,1.0,1.0,15.0,4.0,0.0,0.0,8.0,0.0,0.0,10.0,2.0,2.0,0.0,0.191,0.309,0.319,0.628,0.295,85.4,0.31
2503,600,김태군,1989-12-30,N,2015,C,27,144.0,474.0,421.0,45.0,107.0,24.0,0.0,6.0,149.0,52.0,1.0,1.0,25.0,10.0,0.0,77.0,12.0,11.0,7.0,0.254,0.307,0.354,0.661,0.295,64.8,0.31
2504,169,송일섭,1959-08-17,해,1983,RF,25,55.0,126.0,108.0,12.0,21.0,6.0,1.0,2.0,35.0,9.0,5.0,4.0,17.0,1.0,0.0,25.0,1.0,0.0,0.0,0.194,0.31,0.324,0.634,0.303,89.9,0.31
2505,393,강성우,1970-01-05,롯,1999,C,30,112.0,208.0,191.0,12.0,54.0,6.0,1.0,1.0,65.0,17.0,0.0,1.0,7.0,0.0,0.0,16.0,6.0,8.0,2.0,0.283,0.305,0.34,0.645,0.281,58.3,0.31
2506,398,김재걸,1972-09-07,삼,2001,SS,30,70.0,153.0,138.0,18.0,36.0,5.0,1.0,1.0,46.0,9.0,6.0,4.0,10.0,1.0,0.0,38.0,1.0,3.0,1.0,0.261,0.313,0.333,0.647,0.298,66.3,0.31
2507,143,김상호,1965-10-19,O,1998,LF,34,34.0,105.0,87.0,12.0,21.0,3.0,0.0,1.0,27.0,7.0,0.0,0.0,13.0,4.0,1.0,17.0,2.0,1.0,0.0,0.241,0.365,0.31,0.676,0.317,96.3,0.31
2508,24,이정훈,1963-08-28,삼,1995,RF,33,74.0,257.0,236.0,33.0,59.0,9.0,0.0,1.0,71.0,10.0,12.0,6.0,16.0,2.0,1.0,20.0,2.0,2.0,1.0,0.25,0.302,0.301,0.603,0.281,77.9,0.31
2509,395,김일환,1954-01-11,해,1987,2B,34,55.0,102.0,87.0,8.0,23.0,5.0,0.0,0.0,28.0,12.0,0.0,1.0,10.0,1.0,1.0,15.0,5.0,2.0,2.0,0.264,0.34,0.322,0.662,0.31,87.4,0.31
2510,517,이건열,1963-04-25,해,1993,LF,31,111.0,350.0,302.0,32.0,69.0,7.0,0.0,5.0,91.0,26.0,10.0,6.0,29.0,3.0,0.0,53.0,7.0,13.0,3.0,0.228,0.3,0.301,0.601,0.279,76.7,0.31
2511,727,박경호,1973-07-19,쌍,1999,,27,69.0,162.0,142.0,15.0,36.0,4.0,0.0,2.0,46.0,13.0,12.0,1.0,12.0,3.0,0.0,39.0,2.0,4.0,1.0,0.254,0.323,0.324,0.647,0.293,65.4,0.3
2512,58,조성환,1976-12-23,롯,2004,2B,29,19.0,87.0,70.0,6.0,18.0,4.0,0.0,0.0,22.0,1.0,3.0,0.0,8.0,4.0,1.0,16.0,1.0,5.0,0.0,0.257,0.366,0.314,0.68,0.309,79.1,0.3
2513,121,공필성,1967-11-11,롯,1990,3B,24,78.0,216.0,177.0,20.0,41.0,8.0,1.0,1.0,54.0,15.0,6.0,3.0,21.0,1.0,0.0,31.0,5.0,16.0,1.0,0.232,0.315,0.305,0.62,0.28,65.9,0.3
2514,349,조경택,1970-11-25,한,2000,C,31,87.0,189.0,163.0,13.0,35.0,9.0,0.0,1.0,47.0,13.0,0.0,1.0,19.0,3.0,0.0,46.0,2.0,4.0,0.0,0.215,0.308,0.288,0.597,0.279,59.4,0.3
2515,672,박노민,1985-08-18,한,2009,C,25,46.0,100.0,93.0,8.0,21.0,3.0,0.0,5.0,39.0,14.0,1.0,0.0,5.0,1.0,0.0,33.0,1.0,1.0,0.0,0.226,0.273,0.419,0.692,0.301,67.4,0.3
2516,445,최항,1994-01-03,S,2017,3B,24,37.0,116.0,106.0,14.0,34.0,8.0,0.0,1.0,45.0,16.0,0.0,1.0,3.0,3.0,0.0,29.0,1.0,2.0,2.0,0.321,0.351,0.425,0.775,0.341,97.5,0.3
2517,729,나경민,1991-12-12,롯,2018,CF,28,87.0,71.0,57.0,23.0,15.0,2.0,0.0,0.0,17.0,1.0,12.0,4.0,10.0,3.0,0.0,21.0,0.0,1.0,0.0,0.263,0.4,0.298,0.698,0.337,92.2,0.3
2518,106,장채근,1964-03-28,해,1987,C,24,40.0,88.0,77.0,5.0,16.0,4.0,0.0,3.0,29.0,9.0,1.0,0.0,6.0,0.0,0.0,14.0,2.0,4.0,1.0,0.208,0.262,0.377,0.639,0.285,68.9,0.3
2519,481,황병일,1960-03-22,삼,1983,,24,39.0,69.0,64.0,8.0,16.0,6.0,2.0,0.0,26.0,12.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,1.0,1.0,0.25,0.279,0.406,0.686,0.306,92.4,0.3
2520,252,김종석,1971-02-28,O,1992,1B,22,53.0,131.0,115.0,16.0,28.0,5.0,0.0,4.0,45.0,16.0,3.0,3.0,16.0,0.0,0.0,17.0,3.0,0.0,0.0,0.243,0.336,0.391,0.727,0.337,100.3,0.3
2521,565,심재원,1953-07-30,M,1986,C,34,48.0,111.0,98.0,9.0,23.0,7.0,0.0,0.0,30.0,12.0,1.0,0.0,5.0,1.0,0.0,14.0,3.0,6.0,1.0,0.235,0.276,0.306,0.582,0.263,61.5,0.3
2522,564,조범현,1960-10-01,삼,1991,C,32,51.0,66.0,61.0,11.0,16.0,3.0,0.0,1.0,22.0,10.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,2.0,0.0,0.262,0.297,0.361,0.658,0.298,79.4,0.3
2523,730,김원근,1968-04-07,빙,1993,,26,20.0,60.0,55.0,5.0,17.0,2.0,0.0,0.0,19.0,6.0,0.0,3.0,5.0,0.0,0.0,12.0,2.0,0.0,0.0,0.309,0.367,0.345,0.712,0.342,122.0,0.3
2524,190,조동찬,1983-07-27,삼,2008,3B,26,68.0,186.0,151.0,25.0,34.0,2.0,0.0,2.0,42.0,14.0,8.0,3.0,19.0,5.0,0.0,32.0,4.0,6.0,5.0,0.225,0.322,0.278,0.6,0.286,66.7,0.3
2525,521,임주택,1968-09-25,빙,1992,RF,25,114.0,264.0,230.0,28.0,53.0,8.0,1.0,6.0,81.0,21.0,4.0,2.0,23.0,5.0,0.0,30.0,5.0,5.0,1.0,0.23,0.313,0.352,0.665,0.305,78.8,0.3
2526,643,이흥련,1989-05-16,삼,2014,C,26,88.0,155.0,132.0,21.0,30.0,4.0,1.0,1.0,39.0,17.0,1.0,0.0,14.0,5.0,0.0,24.0,0.0,4.0,0.0,0.227,0.325,0.295,0.62,0.292,56.0,0.3
2527,313,양용모,1967-12-20,빙,1991,C,25,57.0,88.0,77.0,7.0,19.0,3.0,0.0,0.0,22.0,5.0,2.0,1.0,8.0,1.0,1.0,15.0,5.0,2.0,0.0,0.247,0.326,0.286,0.611,0.287,71.6,0.3
2528,546,이종호,1967-02-15,빙,1993,,27,52.0,89.0,75.0,8.0,16.0,2.0,1.0,2.0,26.0,11.0,0.0,1.0,9.0,1.0,0.0,15.0,2.0,4.0,0.0,0.213,0.306,0.347,0.653,0.298,90.3,0.3
2529,320,고종욱,1989-01-11,넥,2011,CF,23,54.0,111.0,105.0,12.0,26.0,5.0,4.0,1.0,42.0,9.0,7.0,6.0,5.0,0.0,0.0,26.0,0.0,0.0,1.0,0.248,0.279,0.4,0.679,0.309,82.2,0.3
2530,151,이재원,1988-02-24,S,2017,C,30,114.0,350.0,314.0,32.0,76.0,15.0,0.0,9.0,118.0,42.0,0.0,1.0,16.0,8.0,0.0,55.0,9.0,8.0,4.0,0.242,0.292,0.376,0.668,0.291,61.9,0.3
2531,617,강태윤,1965-09-15,삼,1993,,29,50.0,101.0,87.0,5.0,22.0,1.0,0.0,1.0,26.0,7.0,0.0,0.0,10.0,0.0,0.0,17.0,2.0,3.0,1.0,0.253,0.327,0.299,0.625,0.294,87.4,0.3
2532,385,김태형,1967-09-12,O,1992,C,26,108.0,292.0,246.0,28.0,60.0,6.0,2.0,0.0,70.0,20.0,2.0,2.0,23.0,2.0,1.0,19.0,4.0,13.0,7.0,0.244,0.306,0.285,0.59,0.267,51.1,0.29
2533,284,박노준,1962-10-26,O,1988,LF,27,67.0,163.0,146.0,18.0,35.0,5.0,2.0,4.0,56.0,20.0,0.0,1.0,11.0,1.0,0.0,19.0,3.0,2.0,2.0,0.24,0.294,0.384,0.677,0.306,85.5,0.29
2534,691,양승호,1960-01-10,해,1983,2B,24,46.0,122.0,110.0,8.0,26.0,2.0,0.0,2.0,34.0,11.0,3.0,1.0,7.0,2.0,0.0,10.0,4.0,2.0,1.0,0.236,0.292,0.309,0.601,0.281,73.9,0.29
2535,126,송구홍,1968-06-23,L,1991,3B,24,73.0,193.0,174.0,17.0,41.0,4.0,1.0,2.0,53.0,18.0,13.0,8.0,12.0,4.0,1.0,22.0,2.0,2.0,1.0,0.236,0.298,0.305,0.603,0.284,68.2,0.29
2536,594,전종화,1965-08-10,쌍,1994,C,30,49.0,91.0,80.0,6.0,15.0,2.0,0.0,3.0,26.0,10.0,1.0,0.0,8.0,1.0,0.0,22.0,3.0,1.0,1.0,0.188,0.267,0.325,0.592,0.274,68.7,0.29
2537,574,윤재국,1975-05-05,롯,2003,CF,29,63.0,192.0,167.0,18.0,44.0,7.0,1.0,1.0,56.0,13.0,1.0,3.0,15.0,2.0,1.0,32.0,0.0,6.0,2.0,0.263,0.328,0.335,0.663,0.298,71.6,0.29
2538,109,진갑용,1974-05-08,삼,2015,C,42,39.0,73.0,68.0,8.0,22.0,2.0,0.0,3.0,33.0,10.0,0.0,0.0,4.0,0.0,0.0,9.0,3.0,0.0,1.0,0.324,0.356,0.485,0.842,0.372,114.7,0.29
2539,679,장재중,1971-05-19,L,2002,C,32,69.0,120.0,108.0,13.0,24.0,2.0,1.0,2.0,34.0,7.0,3.0,0.0,8.0,1.0,0.0,18.0,1.0,3.0,0.0,0.222,0.282,0.315,0.597,0.266,55.5,0.29
2540,731,엄정대,1975-05-10,롯,2002,,28,51.0,74.0,64.0,14.0,16.0,3.0,0.0,1.0,22.0,6.0,1.0,0.0,5.0,4.0,0.0,18.0,3.0,0.0,1.0,0.25,0.338,0.344,0.682,0.315,90.5,0.29
2541,286,나주환,1984-06-14,두,2006,3B,23,114.0,271.0,233.0,20.0,54.0,8.0,2.0,3.0,75.0,30.0,2.0,7.0,18.0,6.0,2.0,37.0,4.0,10.0,4.0,0.232,0.299,0.322,0.621,0.28,71.6,0.29
2542,521,임주택,1968-09-25,한,2000,CF,33,104.0,193.0,175.0,21.0,41.0,5.0,0.0,6.0,64.0,27.0,0.0,0.0,12.0,3.0,0.0,54.0,3.0,2.0,1.0,0.234,0.293,0.366,0.659,0.295,70.0,0.29
2543,296,손인호,1975-04-03,L,2010,DH,36,42.0,71.0,62.0,6.0,20.0,4.0,0.0,2.0,30.0,12.0,1.0,0.0,5.0,0.0,0.0,14.0,1.0,2.0,2.0,0.323,0.362,0.484,0.846,0.367,116.9,0.29
2544,204,유두열,1956-10-29,롯,1986,DH,31,87.0,302.0,259.0,30.0,62.0,9.0,1.0,4.0,85.0,29.0,4.0,6.0,34.0,2.0,5.0,17.0,4.0,6.0,1.0,0.239,0.331,0.328,0.659,0.307,94.6,0.29
2545,620,양성우,1989-05-02,한,2012,CF,24,45.0,103.0,87.0,12.0,17.0,3.0,0.0,0.0,20.0,3.0,6.0,1.0,15.0,1.0,0.0,27.0,1.0,0.0,0.0,0.195,0.32,0.23,0.55,0.281,70.4,0.29
2546,124,민병헌,1987-03-10,두,2010,LF,24,64.0,80.0,70.0,23.0,20.0,2.0,1.0,0.0,24.0,4.0,11.0,4.0,9.0,0.0,2.0,14.0,0.0,1.0,0.0,0.286,0.367,0.343,0.71,0.325,88.9,0.29
2547,733,정재호,1967-10-08,O,1990,C,24,29.0,60.0,55.0,6.0,14.0,6.0,0.0,0.0,20.0,4.0,0.0,1.0,3.0,1.0,0.0,11.0,0.0,0.0,1.0,0.255,0.3,0.364,0.664,0.312,86.9,0.29
2548,131,강봉규,1978-01-12,삼,2006,DH,29,87.0,145.0,128.0,16.0,30.0,6.0,1.0,4.0,50.0,16.0,4.0,3.0,13.0,1.0,0.0,33.0,2.0,1.0,2.0,0.234,0.306,0.391,0.696,0.321,100.7,0.29
2549,470,조동화,1981-03-22,S,2010,LF,30,115.0,300.0,250.0,38.0,61.0,7.0,1.0,3.0,79.0,27.0,15.0,2.0,27.0,7.0,0.0,56.0,1.0,14.0,2.0,0.244,0.332,0.316,0.648,0.297,69.5,0.28
2550,269,김민우,1979-03-21,넥,2013,3B,35,33.0,55.0,48.0,5.0,14.0,1.0,1.0,0.0,17.0,11.0,1.0,1.0,5.0,1.0,0.0,8.0,1.0,0.0,1.0,0.292,0.364,0.354,0.718,0.344,101.2,0.28
2551,147,채종범,1977-12-03,S,2001,RF,25,117.0,460.0,396.0,54.0,101.0,15.0,0.0,8.0,140.0,38.0,6.0,9.0,46.0,7.0,2.0,49.0,8.0,10.0,0.0,0.255,0.343,0.354,0.697,0.32,80.4,0.28
2552,634,최원준,1997-03-23,K,2018,SS,22,101.0,331.0,302.0,46.0,82.0,14.0,1.0,4.0,110.0,32.0,10.0,4.0,20.0,4.0,0.0,58.0,4.0,4.0,1.0,0.272,0.324,0.364,0.688,0.308,73.7,0.28
2553,435,문희성,1973-02-22,두,2003,RF,31,71.0,205.0,188.0,19.0,43.0,5.0,1.0,9.0,77.0,38.0,0.0,1.0,12.0,5.0,0.0,36.0,7.0,0.0,0.0,0.229,0.293,0.41,0.702,0.315,83.9,0.28
2554,713,김용우,1979-09-12,L,2003,,25,45.0,84.0,73.0,8.0,18.0,3.0,0.0,1.0,24.0,10.0,2.0,1.0,9.0,2.0,0.0,20.0,1.0,0.0,0.0,0.247,0.345,0.329,0.674,0.32,87.3,0.28
2555,394,김진규,1965-05-10,태,1988,RF,24,20.0,54.0,46.0,3.0,11.0,1.0,0.0,2.0,18.0,5.0,2.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,0.239,0.34,0.391,0.731,0.337,106.8,0.28
2556,52,조인성,1975-05-25,S한,2014,C,40,75.0,185.0,164.0,16.0,37.0,7.0,0.0,7.0,65.0,34.0,0.0,0.0,14.0,2.0,0.0,40.0,5.0,2.0,3.0,0.226,0.29,0.396,0.686,0.3,59.6,0.28
2557,357,구윤,1963-06-18,태,1994,CF,32,32.0,93.0,76.0,11.0,16.0,1.0,0.0,2.0,23.0,8.0,1.0,1.0,9.0,4.0,0.0,27.0,0.0,4.0,0.0,0.211,0.326,0.303,0.629,0.293,82.4,0.28
2558,100,고영민,1984-02-08,두,2014,2B,31,52.0,108.0,94.0,18.0,27.0,2.0,0.0,1.0,32.0,7.0,1.0,1.0,11.0,0.0,0.0,18.0,3.0,1.0,2.0,0.287,0.355,0.34,0.696,0.325,81.7,0.28
2559,64,동봉철,1970-01-02,L한,1998,CF,29,64.0,180.0,139.0,22.0,28.0,4.0,0.0,3.0,41.0,17.0,2.0,7.0,26.0,6.0,1.0,21.0,3.0,7.0,2.0,0.201,0.347,0.295,0.642,0.294,80.9,0.28
2560,223,강영수,1965-02-10,현쌍,1997,LF,33,64.0,98.0,86.0,8.0,18.0,4.0,0.0,4.0,34.0,18.0,2.0,1.0,12.0,0.0,1.0,30.0,2.0,0.0,0.0,0.209,0.306,0.395,0.702,0.316,94.6,0.28
2561,405,한문연,1961-04-10,롯,1983,C,23,57.0,141.0,123.0,8.0,27.0,3.0,0.0,1.0,33.0,9.0,1.0,2.0,12.0,1.0,0.0,9.0,3.0,4.0,1.0,0.22,0.292,0.268,0.56,0.263,62.2,0.28
2562,342,손지환,1978-11-13,K,2007,2B,30,102.0,307.0,267.0,26.0,58.0,9.0,1.0,6.0,87.0,33.0,1.0,1.0,21.0,6.0,0.0,31.0,12.0,7.0,6.0,0.217,0.283,0.326,0.609,0.28,64.9,0.28
2563,601,유재웅,1979-05-20,두,2009,DH,31,66.0,144.0,126.0,16.0,32.0,11.0,0.0,4.0,55.0,14.0,0.0,0.0,15.0,3.0,0.0,33.0,3.0,0.0,0.0,0.254,0.347,0.437,0.784,0.354,102.4,0.28
2564,734,용덕한,1981-04-09,롯,2014,C,34,59.0,92.0,82.0,13.0,25.0,5.0,0.0,1.0,33.0,11.0,0.0,1.0,3.0,1.0,0.0,22.0,4.0,3.0,3.0,0.305,0.326,0.402,0.728,0.316,73.4,0.28
2565,646,박승욱,1992-12-04,S,2016,SS,25,36.0,103.0,87.0,19.0,24.0,4.0,1.0,3.0,39.0,13.0,2.0,1.0,9.0,2.0,0.0,28.0,0.0,4.0,1.0,0.276,0.354,0.448,0.802,0.347,92.5,0.28
2566,274,이재주,1973-12-25,현,2000,C,28,76.0,132.0,114.0,14.0,22.0,5.0,0.0,3.0,36.0,14.0,0.0,0.0,14.0,3.0,0.0,33.0,3.0,1.0,0.0,0.193,0.298,0.316,0.614,0.285,61.7,0.28
2567,280,김경언,1982-12-07,한,2017,RF,36,38.0,118.0,105.0,17.0,26.0,7.0,0.0,5.0,48.0,17.0,1.0,0.0,12.0,1.0,0.0,27.0,1.0,0.0,0.0,0.248,0.331,0.457,0.788,0.346,96.7,0.27
2568,385,김태형,1967-09-12,O,1991,C,25,88.0,221.0,199.0,17.0,45.0,8.0,0.0,1.0,56.0,24.0,3.0,2.0,14.0,1.0,0.0,13.0,4.0,6.0,1.0,0.226,0.279,0.281,0.561,0.262,52.9,0.27
2569,460,박정환,1977-10-23,S,2010,1B,34,44.0,104.0,92.0,15.0,28.0,9.0,0.0,1.0,40.0,10.0,0.0,2.0,7.0,1.0,0.0,18.0,2.0,4.0,0.0,0.304,0.36,0.435,0.795,0.351,106.4,0.27
2570,131,강봉규,1978-01-12,두,2004,,27,40.0,85.0,72.0,14.0,17.0,2.0,1.0,1.0,24.0,5.0,2.0,1.0,10.0,1.0,0.0,20.0,0.0,2.0,0.0,0.236,0.337,0.333,0.671,0.313,81.5,0.27
2571,137,이현곤,1980-02-21,N,2013,1B,34,91.0,161.0,139.0,10.0,38.0,7.0,0.0,0.0,45.0,9.0,2.0,0.0,16.0,3.0,0.0,14.0,4.0,3.0,0.0,0.273,0.361,0.324,0.685,0.329,91.2,0.27
2572,544,송일수,1950-12-13,삼,1985,C,36,55.0,157.0,130.0,16.0,27.0,7.0,0.0,2.0,40.0,20.0,2.0,2.0,14.0,1.0,0.0,11.0,4.0,9.0,2.0,0.208,0.286,0.308,0.593,0.265,57.5,0.27
2573,270,금광옥,1956-12-19,태,1988,C,33,36.0,103.0,95.0,4.0,23.0,4.0,0.0,1.0,30.0,8.0,0.0,2.0,7.0,0.0,0.0,4.0,1.0,1.0,0.0,0.242,0.294,0.316,0.61,0.287,72.4,0.27
2574,553,유필선,1970-09-06,롯,1997,,28,29.0,62.0,53.0,9.0,13.0,4.0,0.0,0.0,17.0,4.0,0.0,1.0,5.0,4.0,0.0,15.0,0.0,0.0,0.0,0.245,0.355,0.321,0.676,0.325,100.8,0.27
2575,410,강종필,1967-02-28,삼,1994,,28,61.0,67.0,56.0,13.0,13.0,1.0,0.0,1.0,17.0,3.0,4.0,2.0,6.0,3.0,0.0,19.0,0.0,2.0,0.0,0.232,0.339,0.304,0.642,0.304,89.7,0.27
2576,736,박준태,1991-07-26,K,2014,RF,24,32.0,55.0,42.0,6.0,11.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,8.0,5.0,0.0,18.0,1.0,0.0,0.0,0.262,0.436,0.262,0.698,0.366,102.6,0.27
2577,552,최해식,1968-09-30,해,1995,C,28,96.0,284.0,250.0,17.0,49.0,7.0,0.0,2.0,62.0,14.0,0.0,2.0,18.0,9.0,0.0,49.0,5.0,6.0,1.0,0.196,0.273,0.248,0.521,0.247,54.7,0.27
2578,737,황정립,1989-12-14,K,2013,1B,25,21.0,57.0,45.0,8.0,11.0,2.0,0.0,1.0,16.0,8.0,0.0,0.0,10.0,2.0,0.0,13.0,2.0,0.0,0.0,0.244,0.404,0.356,0.759,0.373,121.2,0.27
2579,389,노진혁,1989-07-15,N,2013,SS,25,117.0,361.0,327.0,32.0,73.0,19.0,2.0,3.0,105.0,27.0,1.0,3.0,26.0,1.0,1.0,83.0,5.0,5.0,1.0,0.223,0.282,0.321,0.603,0.28,57.6,0.27
2580,406,김용달,1956-05-10,M,1985,DH,30,71.0,166.0,142.0,15.0,33.0,9.0,0.0,3.0,51.0,14.0,3.0,0.0,21.0,0.0,2.0,24.0,5.0,1.0,2.0,0.232,0.327,0.359,0.686,0.318,94.2,0.27
2581,5,장종훈,1968-04-10,한,2004,1B,37,70.0,165.0,153.0,21.0,39.0,10.0,0.0,6.0,67.0,27.0,0.0,1.0,10.0,0.0,0.0,31.0,4.0,2.0,0.0,0.255,0.301,0.438,0.739,0.329,93.2,0.27
2582,289,김동재,1960-01-31,삼,1988,CF,29,61.0,158.0,144.0,12.0,34.0,5.0,0.0,2.0,45.0,15.0,3.0,2.0,9.0,3.0,0.0,19.0,5.0,0.0,2.0,0.236,0.291,0.313,0.604,0.286,72.2,0.27
2583,491,문규현,1983-07-05,롯,2016,SS,34,120.0,368.0,316.0,38.0,86.0,10.0,0.0,4.0,108.0,40.0,2.0,3.0,29.0,1.0,0.0,39.0,10.0,19.0,2.0,0.272,0.333,0.342,0.675,0.301,62.9,0.27
2584,196,김우근,1956-01-26,M,1987,RF,32,44.0,84.0,69.0,11.0,19.0,2.0,1.0,0.0,23.0,4.0,2.0,2.0,9.0,1.0,0.0,5.0,1.0,5.0,0.0,0.275,0.367,0.333,0.7,0.322,95.8,0.27
2585,205,최진행,1985-08-17,한,2014,LF,30,99.0,328.0,299.0,32.0,78.0,16.0,0.0,12.0,130.0,45.0,1.0,2.0,23.0,3.0,0.0,79.0,8.0,0.0,3.0,0.261,0.317,0.435,0.752,0.333,79.3,0.27
2586,55,김상현,1980-11-12,S,2014,LF,35,42.0,87.0,80.0,8.0,21.0,3.0,1.0,5.0,41.0,20.0,1.0,1.0,5.0,1.0,0.0,22.0,2.0,0.0,1.0,0.263,0.31,0.513,0.823,0.351,96.5,0.27
2587,734,용덕한,1981-04-09,롯두,2012,C,32,55.0,80.0,72.0,9.0,17.0,1.0,0.0,1.0,21.0,6.0,3.0,0.0,4.0,1.0,0.0,10.0,0.0,3.0,0.0,0.236,0.286,0.292,0.577,0.269,61.0,0.27
2588,167,백인호,1963-05-19,해,1998,LF,36,70.0,151.0,133.0,9.0,37.0,6.0,0.0,3.0,52.0,12.0,2.0,0.0,6.0,2.0,1.0,21.0,3.0,10.0,0.0,0.278,0.319,0.391,0.71,0.298,83.4,0.27
2589,739,이성우,1981-09-01,S,2017,C,37,64.0,125.0,111.0,6.0,31.0,5.0,0.0,1.0,39.0,14.0,0.0,0.0,6.0,1.0,0.0,17.0,2.0,7.0,0.0,0.279,0.322,0.351,0.673,0.292,63.4,0.27
2590,315,정상호,1982-12-24,S,2007,C,26,66.0,90.0,83.0,7.0,18.0,4.0,0.0,2.0,28.0,12.0,1.0,0.0,6.0,0.0,0.0,25.0,1.0,0.0,1.0,0.217,0.267,0.337,0.604,0.281,64.6,0.27
2591,190,조동찬,1983-07-27,삼,2014,3B,32,31.0,87.0,74.0,8.0,20.0,4.0,0.0,1.0,27.0,6.0,5.0,2.0,10.0,1.0,0.0,21.0,5.0,1.0,1.0,0.27,0.361,0.365,0.725,0.336,84.0,0.26
2592,636,유민상,1989-04-13,K,2018,DH,30,31.0,58.0,48.0,9.0,13.0,2.0,1.0,3.0,26.0,14.0,0.0,0.0,8.0,0.0,0.0,14.0,3.0,0.0,2.0,0.271,0.362,0.542,0.904,0.376,119.5,0.26
2593,597,조성옥,1961-08-25,롯,1989,DH,29,101.0,339.0,275.0,26.0,71.0,18.0,1.0,0.0,91.0,33.0,5.0,6.0,40.0,3.0,0.0,18.0,3.0,18.0,3.0,0.258,0.355,0.331,0.686,0.318,93.5,0.26
2594,224,정영규,1970-11-03,한L,1998,,29,29.0,62.0,57.0,1.0,16.0,6.0,0.0,0.0,22.0,7.0,0.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,1.0,0.281,0.323,0.386,0.709,0.319,97.9,0.26
2595,740,최영환,1959-02-28,태,1988,C,30,37.0,90.0,81.0,6.0,19.0,2.0,1.0,1.0,26.0,10.0,0.0,0.0,5.0,1.0,0.0,9.0,2.0,1.0,2.0,0.235,0.281,0.321,0.602,0.278,66.4,0.26
2596,280,김경언,1982-12-07,한,2016,RF,35,66.0,217.0,182.0,23.0,48.0,6.0,1.0,5.0,71.0,25.0,3.0,0.0,28.0,2.0,0.0,46.0,7.0,2.0,3.0,0.264,0.363,0.39,0.753,0.346,90.0,0.26
2597,266,전대영,1962-02-10,한,1994,2B,33,52.0,90.0,77.0,8.0,14.0,3.0,0.0,3.0,26.0,16.0,0.0,0.0,12.0,0.0,0.0,22.0,3.0,0.0,1.0,0.182,0.289,0.338,0.627,0.295,83.1,0.26
2598,716,임정면,1958-09-17,빙,1987,2B,30,51.0,77.0,68.0,10.0,17.0,2.0,0.0,1.0,22.0,2.0,3.0,2.0,7.0,0.0,0.0,7.0,1.0,2.0,0.0,0.25,0.32,0.324,0.644,0.304,83.8,0.26
2599,425,하주석,1994-02-25,한,2018,SS,25,141.0,517.0,484.0,67.0,123.0,20.0,3.0,9.0,176.0,52.0,14.0,12.0,28.0,4.0,0.0,130.0,7.0,1.0,0.0,0.254,0.3,0.364,0.664,0.296,64.3,0.26
2600,496,박재벌,1968-09-17,해,1997,,30,76.0,120.0,96.0,16.0,20.0,4.0,0.0,1.0,27.0,10.0,7.0,4.0,12.0,7.0,0.0,9.0,4.0,3.0,2.0,0.208,0.333,0.281,0.615,0.292,78.2,0.26
2601,306,정의윤,1986-07-25,S,2018,DH,33,73.0,239.0,217.0,27.0,59.0,9.0,0.0,11.0,101.0,38.0,1.0,1.0,19.0,2.0,1.0,29.0,8.0,0.0,1.0,0.272,0.335,0.465,0.8,0.345,94.9,0.26
2602,315,정상호,1982-12-24,L,2017,C,36,79.0,150.0,137.0,16.0,36.0,3.0,0.0,3.0,48.0,17.0,0.0,0.0,4.0,5.0,0.0,32.0,8.0,4.0,0.0,0.263,0.308,0.35,0.659,0.293,66.3,0.26
2603,742,박기택,1968-11-10,쌍,1991,,24,31.0,72.0,62.0,6.0,12.0,1.0,0.0,4.0,25.0,6.0,1.0,1.0,8.0,1.0,0.0,18.0,3.0,1.0,0.0,0.194,0.296,0.403,0.699,0.319,93.3,0.26
